"gene_id"	"trans_id"	"omega_Fice"	"dN_Fice"	"dS_Fice"
"ENSFALG00000006723"	"ENSFALT00000007043"	0.0106	0.0032	0.3045
"ENSFALG00000006706"	"ENSFALT00000007045"	0.2474	0.0219	0.0886
"ENSFALG00000006726"	"ENSFALT00000007046"	0.1282	0.0115	0.09
"ENSFALG00000006727"	"ENSFALT00000007047"	0.0174	0.0027	0.1545
"ENSFALG00000006708"	"ENSFALT00000007048"	0.0364	0.0022	0.0615
"ENSFALG00000006728"	"ENSFALT00000007049"	1e-04	0	0.0806
"ENSFALG00000006722"	"ENSFALT00000007051"	1e-04	0	0.0221
"ENSFALG00000006732"	"ENSFALT00000007053"	0.1415	0.0112	0.0793
"ENSFALG00000006733"	"ENSFALT00000007054"	0.615	0.0212	0.0345
"ENSFALG00000006713"	"ENSFALT00000007055"	0.0301	0.0021	0.071
"ENSFALG00000006734"	"ENSFALT00000007058"	0.0507	0.0039	0.0761
"ENSFALG00000006736"	"ENSFALT00000007059"	0.0812	0.0064	0.0786
"ENSFALG00000006738"	"ENSFALT00000007061"	0.495	0.0249	0.0503
"ENSFALG00000006740"	"ENSFALT00000007062"	0.1498	0.0093	0.0621
"ENSFALG00000006742"	"ENSFALT00000007064"	0.0181	0.0013	0.0697
"ENSFALG00000006745"	"ENSFALT00000007066"	0.096	0.0066	0.0688
"ENSFALG00000006744"	"ENSFALT00000007067"	0.9585	0.0116	0.0121
"ENSFALG00000006741"	"ENSFALT00000007068"	0.007	8e-04	0.1108
"ENSFALG00000006749"	"ENSFALT00000007069"	0.181	0.0031	0.0171
"ENSFALG00000006750"	"ENSFALT00000007070"	0.0187	0.0091	0.4894
"ENSFALG00000006739"	"ENSFALT00000007071"	0.1115	0.0054	0.0486
"ENSFALG00000006751"	"ENSFALT00000007073"	0.1077	0.0385	0.3577
"ENSFALG00000006735"	"ENSFALT00000007074"	0.1544	0.0086	0.0559
"ENSFALG00000006752"	"ENSFALT00000007075"	0.3625	0.0157	0.0433
"ENSFALG00000006753"	"ENSFALT00000007076"	0.16	0.0065	0.0408
"ENSFALG00000006755"	"ENSFALT00000007077"	0.2356	0.0162	0.0689
"ENSFALG00000006757"	"ENSFALT00000007080"	0.0235	0.0013	0.0563
"ENSFALG00000006759"	"ENSFALT00000007082"	0.1368	0.0166	0.1217
"ENSFALG00000006760"	"ENSFALT00000007083"	0.1124	0.0139	0.1238
"ENSFALG00000006761"	"ENSFALT00000007084"	0.1578	0.0032	0.0201
"ENSFALG00000006762"	"ENSFALT00000007085"	0.5187	0.046	0.0886
"ENSFALG00000006748"	"ENSFALT00000007086"	0.1809	0.0155	0.0855
"ENSFALG00000006763"	"ENSFALT00000007089"	1e-04	0	0.0342
"ENSFALG00000006766"	"ENSFALT00000007091"	0.2028	0.0287	0.1416
"ENSFALG00000006769"	"ENSFALT00000007092"	0.0655	0.0077	0.1179
"ENSFALG00000006776"	"ENSFALT00000007097"	0.08	0.0047	0.0593
"ENSFALG00000006773"	"ENSFALT00000007101"	0.0117	0.001	0.0862
"ENSFALG00000006780"	"ENSFALT00000007102"	1e-04	0	0.038
"ENSFALG00000006781"	"ENSFALT00000007103"	0.1814	0.0147	0.0811
"ENSFALG00000006782"	"ENSFALT00000007104"	1e-04	0	0.0804
"ENSFALG00000006779"	"ENSFALT00000007106"	0.13	0.0226	0.1736
"ENSFALG00000006786"	"ENSFALT00000007107"	0.0598	0.004	0.0663
"ENSFALG00000006788"	"ENSFALT00000007109"	1e-04	0	0.0861
"ENSFALG00000006783"	"ENSFALT00000007110"	0.446	0.0324	0.0726
"ENSFALG00000006754"	"ENSFALT00000007112"	0.0581	0.0039	0.0663
"ENSFALG00000006785"	"ENSFALT00000007114"	0.0765	0.0092	0.1206
"ENSFALG00000006792"	"ENSFALT00000007115"	0.2795	0.0156	0.0558
"ENSFALG00000006774"	"ENSFALT00000007116"	0.1576	0.0217	0.1374
"ENSFALG00000006746"	"ENSFALT00000007117"	1e-04	0	0.0596
"ENSFALG00000006790"	"ENSFALT00000007119"	1e-04	0	0.0958
"ENSFALG00000006795"	"ENSFALT00000007120"	0.1952	0.0182	0.0934
"ENSFALG00000006796"	"ENSFALT00000007121"	0.0283	0.0035	0.1227
"ENSFALG00000006799"	"ENSFALT00000007122"	0.166	0.0365	0.2196
"ENSFALG00000006800"	"ENSFALT00000007123"	0.0348	0.0029	0.0823
"ENSFALG00000006794"	"ENSFALT00000007125"	1e-04	0	0.045
"ENSFALG00000006802"	"ENSFALT00000007126"	0.0542	0.0108	0.1983
"ENSFALG00000006803"	"ENSFALT00000007127"	0.1874	0.0119	0.0633
"ENSFALG00000006805"	"ENSFALT00000007128"	0.0156	9e-04	0.0551
"ENSFALG00000006804"	"ENSFALT00000007129"	0.0526	0.0033	0.0627
"ENSFALG00000006807"	"ENSFALT00000007130"	0.0365	0.0023	0.0628
"ENSFALG00000006801"	"ENSFALT00000007131"	0.0099	9e-04	0.0894
"ENSFALG00000006806"	"ENSFALT00000007133"	0.0419	0.0077	0.1847
"ENSFALG00000006812"	"ENSFALT00000007134"	0.3328	0.0256	0.0769
"ENSFALG00000006814"	"ENSFALT00000007135"	0.0432	0.0028	0.0651
"ENSFALG00000006809"	"ENSFALT00000007136"	0.1177	0.0084	0.071
"ENSFALG00000006815"	"ENSFALT00000007137"	0.0744	0.0049	0.0661
"ENSFALG00000006810"	"ENSFALT00000007140"	0.2797	0.0159	0.0568
"ENSFALG00000006813"	"ENSFALT00000007142"	0.0654	0.0052	0.0801
"ENSFALG00000006819"	"ENSFALT00000007144"	0.0253	0.0021	0.0848
"ENSFALG00000006820"	"ENSFALT00000007145"	0.0367	0.0114	0.3099
"ENSFALG00000006825"	"ENSFALT00000007147"	0.112	0.0089	0.0791
"ENSFALG00000006824"	"ENSFALT00000007148"	0.4222	0.0298	0.0707
"ENSFALG00000006827"	"ENSFALT00000007150"	0.0563	0.0069	0.1229
"ENSFALG00000006828"	"ENSFALT00000007154"	0.2424	0.0417	0.1722
"ENSFALG00000006826"	"ENSFALT00000007156"	0.283	0.0183	0.0647
"ENSFALG00000006834"	"ENSFALT00000007159"	0.1469	0.0033	0.0222
"ENSFALG00000006833"	"ENSFALT00000007160"	0.0898	0.0193	0.2145
"ENSFALG00000006830"	"ENSFALT00000007161"	1e-04	0	0.0138
"ENSFALG00000006835"	"ENSFALT00000007162"	0.3882	0.0224	0.0578
"ENSFALG00000006836"	"ENSFALT00000007163"	0.0831	0.0061	0.0739
"ENSFALG00000006837"	"ENSFALT00000007165"	999	0.0054	0
"ENSFALG00000006832"	"ENSFALT00000007169"	0.0387	0.0045	0.1163
"ENSFALG00000006842"	"ENSFALT00000007170"	0.0313	0.0015	0.0477
"ENSFALG00000006840"	"ENSFALT00000007171"	0.0515	0.0018	0.0348
"ENSFALG00000006844"	"ENSFALT00000007173"	13.4686	0	0
"ENSFALG00000006845"	"ENSFALT00000007175"	0.1995	0.0065	0.0327
"ENSFALG00000006846"	"ENSFALT00000007176"	0.1603	0.0159	0.0994
"ENSFALG00000006847"	"ENSFALT00000007177"	1e-04	0	0.0758
"ENSFALG00000006838"	"ENSFALT00000007180"	0.2071	0.0186	0.0897
"ENSFALG00000006849"	"ENSFALT00000007181"	1e-04	0	0.0269
"ENSFALG00000006850"	"ENSFALT00000007182"	0.0157	0.0014	0.0883
"ENSFALG00000006852"	"ENSFALT00000007184"	1e-04	0	0.0321
"ENSFALG00000006854"	"ENSFALT00000007185"	0.1377	0.0093	0.0674
"ENSFALG00000006855"	"ENSFALT00000007186"	0.1508	0.0134	0.0887
"ENSFALG00000006857"	"ENSFALT00000007187"	1e-04	0	0.0183
"ENSFALG00000006858"	"ENSFALT00000007188"	0.0871	0.0114	0.1305
"ENSFALG00000006863"	"ENSFALT00000007192"	0.4982	0.0684	0.1374
"ENSFALG00000006856"	"ENSFALT00000007194"	0.3603	0.0398	0.1106
"ENSFALG00000006867"	"ENSFALT00000007195"	0.021	0.005	0.2388
"ENSFALG00000006868"	"ENSFALT00000007196"	0.0191	0.0034	0.1761
"ENSFALG00000006853"	"ENSFALT00000007197"	1e-04	0	0.0849
"ENSFALG00000006864"	"ENSFALT00000007198"	0.0693	0.0059	0.0856
"ENSFALG00000006869"	"ENSFALT00000007199"	0.0527	0.0094	0.179
"ENSFALG00000006860"	"ENSFALT00000007200"	0.0277	0.0018	0.0649
"ENSFALG00000006870"	"ENSFALT00000007201"	0.0378	0.0062	0.1654
"ENSFALG00000006871"	"ENSFALT00000007203"	0.033	0.0022	0.0658
"ENSFALG00000006879"	"ENSFALT00000007206"	0.1073	0.0079	0.0733
"ENSFALG00000006876"	"ENSFALT00000007208"	0.1929	0.016	0.083
"ENSFALG00000006872"	"ENSFALT00000007212"	0.5409	0.0213	0.0393
"ENSFALG00000006873"	"ENSFALT00000007214"	0.0587	0.0028	0.0472
"ENSFALG00000006884"	"ENSFALT00000007216"	0.0452	0.0054	0.1192
"ENSFALG00000006887"	"ENSFALT00000007217"	0.2277	0.0047	0.0205
"ENSFALG00000006875"	"ENSFALT00000007218"	0.0831	0.0113	0.1362
"ENSFALG00000006886"	"ENSFALT00000007219"	0.242	0.0333	0.1376
"ENSFALG00000006888"	"ENSFALT00000007220"	1e-04	0	0.1227
"ENSFALG00000006889"	"ENSFALT00000007221"	0.0514	0.0094	0.1836
"ENSFALG00000006891"	"ENSFALT00000007223"	0.192	0.014	0.0731
"ENSFALG00000006892"	"ENSFALT00000007224"	0.1817	0.0107	0.0589
"ENSFALG00000006893"	"ENSFALT00000007225"	0.0153	0.0017	0.1141
"ENSFALG00000006896"	"ENSFALT00000007227"	0.064	0.0062	0.0969
"ENSFALG00000006885"	"ENSFALT00000007228"	0.0652	0.0092	0.1415
"ENSFALG00000006898"	"ENSFALT00000007229"	0.0507	0.0059	0.1162
"ENSFALG00000006894"	"ENSFALT00000007231"	0.0247	0.0031	0.1266
"ENSFALG00000006900"	"ENSFALT00000007232"	0.444	0.0484	0.1089
"ENSFALG00000006897"	"ENSFALT00000007233"	0.0785	0.0027	0.0347
"ENSFALG00000006899"	"ENSFALT00000007234"	1e-04	0	0.0513
"ENSFALG00000006903"	"ENSFALT00000007236"	0.0827	0.0069	0.0837
"ENSFALG00000006908"	"ENSFALT00000007239"	0.0099	0.0019	0.1905
"ENSFALG00000006902"	"ENSFALT00000007240"	0.0884	0.0058	0.0653
"ENSFALG00000006910"	"ENSFALT00000007241"	0.2956	0.0263	0.0891
"ENSFALG00000006912"	"ENSFALT00000007242"	0.2912	0.0191	0.0657
"ENSFALG00000006905"	"ENSFALT00000007243"	0.0137	7e-04	0.051
"ENSFALG00000006914"	"ENSFALT00000007244"	0.352	0.0318	0.0903
"ENSFALG00000006909"	"ENSFALT00000007245"	0.1342	0.0093	0.0697
"ENSFALG00000006911"	"ENSFALT00000007248"	0.0514	0.0021	0.0415
"ENSFALG00000006916"	"ENSFALT00000007249"	0.0617	0.0047	0.076
"ENSFALG00000006907"	"ENSFALT00000007251"	0.1646	0.0113	0.0684
"ENSFALG00000006918"	"ENSFALT00000007252"	0.2051	0.0161	0.0784
"ENSFALG00000006922"	"ENSFALT00000007253"	0.2451	0.0062	0.0254
"ENSFALG00000006920"	"ENSFALT00000007254"	0.2031	0.0117	0.0576
"ENSFALG00000006923"	"ENSFALT00000007255"	0.0104	0.0021	0.2009
"ENSFALG00000006925"	"ENSFALT00000007256"	0.1586	0.0088	0.0552
"ENSFALG00000006926"	"ENSFALT00000007258"	1.6582	0.0055	0.0033
"ENSFALG00000006924"	"ENSFALT00000007259"	0.0398	0.0029	0.0742
"ENSFALG00000006928"	"ENSFALT00000007260"	0.2077	0.004	0.0192
"ENSFALG00000006927"	"ENSFALT00000007261"	0.2607	0.0162	0.062
"ENSFALG00000006930"	"ENSFALT00000007263"	0.4824	0.027	0.056
"ENSFALG00000006929"	"ENSFALT00000007264"	0.2149	0.0259	0.1204
"ENSFALG00000006913"	"ENSFALT00000007265"	0.0199	0.0013	0.0656
"ENSFALG00000006933"	"ENSFALT00000007266"	0.0446	0.0031	0.0699
"ENSFALG00000006921"	"ENSFALT00000007268"	0.1963	0.0084	0.043
"ENSFALG00000006935"	"ENSFALT00000007269"	1e-04	0	0.0259
"ENSFALG00000006938"	"ENSFALT00000007272"	1e-04	0	0.0591
"ENSFALG00000006940"	"ENSFALT00000007274"	1e-04	0	0.0542
"ENSFALG00000006941"	"ENSFALT00000007275"	0.5522	0.0283	0.0513
"ENSFALG00000006942"	"ENSFALT00000007277"	0.253	0.0093	0.0369
"ENSFALG00000006943"	"ENSFALT00000007278"	0.2321	0.0107	0.0459
"ENSFALG00000006946"	"ENSFALT00000007279"	0.1687	0.014	0.0831
"ENSFALG00000006947"	"ENSFALT00000007281"	0.2528	0.0194	0.0768
"ENSFALG00000006948"	"ENSFALT00000007282"	0.1361	0.0104	0.0762
"ENSFALG00000006939"	"ENSFALT00000007283"	0.3008	0.0131	0.0437
"ENSFALG00000006952"	"ENSFALT00000007286"	0.2168	0.0113	0.0522
"ENSFALG00000006953"	"ENSFALT00000007287"	0.3548	0.0157	0.0442
"ENSFALG00000006955"	"ENSFALT00000007288"	0.0324	0.0061	0.1879
"ENSFALG00000006957"	"ENSFALT00000007289"	0.0531	0.0063	0.119
"ENSFALG00000006956"	"ENSFALT00000007292"	0.8304	0.0083	0.01
"ENSFALG00000006944"	"ENSFALT00000007293"	0.1046	0.0073	0.0695
"ENSFALG00000006959"	"ENSFALT00000007294"	0.0796	0.0066	0.0835
"ENSFALG00000006960"	"ENSFALT00000007296"	0.3211	0.0253	0.0789
"ENSFALG00000006958"	"ENSFALT00000007297"	0.3872	0.0292	0.0755
"ENSFALG00000006963"	"ENSFALT00000007299"	1e-04	0	0.3198
"ENSFALG00000006962"	"ENSFALT00000007300"	0.115	0.0028	0.0242
"ENSFALG00000006964"	"ENSFALT00000007301"	0.0672	0.0039	0.0578
"ENSFALG00000006965"	"ENSFALT00000007302"	0.2324	0.0133	0.0573
"ENSFALG00000006966"	"ENSFALT00000007303"	0.2459	0.0056	0.0226
"ENSFALG00000006967"	"ENSFALT00000007304"	0.5946	0.0127	0.0214
"ENSFALG00000006969"	"ENSFALT00000007305"	0.195	0.0123	0.0631
"ENSFALG00000006968"	"ENSFALT00000007306"	8.1625	0	0
"ENSFALG00000006973"	"ENSFALT00000007307"	0.1971	0.0112	0.0567
"ENSFALG00000006950"	"ENSFALT00000007308"	0.1531	0.0095	0.0619
"ENSFALG00000006970"	"ENSFALT00000007309"	0.3734	0.0275	0.0735
"ENSFALG00000006976"	"ENSFALT00000007310"	0.3299	0.02	0.0605
"ENSFALG00000006975"	"ENSFALT00000007311"	0.0076	0.0022	0.2917
"ENSFALG00000006974"	"ENSFALT00000007314"	0.0163	0.0012	0.0741
"ENSFALG00000006979"	"ENSFALT00000007315"	0.5848	0.0053	0.0091
"ENSFALG00000006981"	"ENSFALT00000007316"	1e-04	0	0.0174
"ENSFALG00000006982"	"ENSFALT00000007317"	0.0764	0.0036	0.0476
"ENSFALG00000006978"	"ENSFALT00000007318"	0.3848	0.011	0.0286
"ENSFALG00000006983"	"ENSFALT00000007319"	0.4474	0.0109	0.0243
"ENSFALG00000006971"	"ENSFALT00000007321"	0.0248	0.0013	0.0541
"ENSFALG00000006985"	"ENSFALT00000007322"	0.3964	0.0114	0.0286
"ENSFALG00000006988"	"ENSFALT00000007324"	0.786	0.0059	0.0075
"ENSFALG00000006984"	"ENSFALT00000007326"	0.2308	0.0078	0.0338
"ENSFALG00000006990"	"ENSFALT00000007328"	0.7005	0.0166	0.0237
"ENSFALG00000006991"	"ENSFALT00000007329"	0.0289	0.0023	0.0795
"ENSFALG00000006993"	"ENSFALT00000007330"	0.1235	0.0149	0.121
"ENSFALG00000006980"	"ENSFALT00000007331"	0.2117	0.0165	0.078
"ENSFALG00000006992"	"ENSFALT00000007334"	0.4607	0	0
"ENSFALG00000006999"	"ENSFALT00000007336"	0.0442	0.0033	0.0746
"ENSFALG00000007000"	"ENSFALT00000007337"	0.0652	0.0072	0.1105
"ENSFALG00000007003"	"ENSFALT00000007340"	0.2267	0.0027	0.0118
"ENSFALG00000007006"	"ENSFALT00000007341"	0.0727	0.0066	0.0913
"ENSFALG00000007005"	"ENSFALT00000007342"	0.0795	0.0115	0.1453
"ENSFALG00000007009"	"ENSFALT00000007345"	0.0431	0.0025	0.0592
"ENSFALG00000007010"	"ENSFALT00000007346"	0.3133	0.0185	0.0589
"ENSFALG00000007011"	"ENSFALT00000007347"	0.1787	0.0108	0.0606
"ENSFALG00000007012"	"ENSFALT00000007348"	1e-04	0	0.1094
"ENSFALG00000007013"	"ENSFALT00000007350"	0.332	0.0383	0.1153
"ENSFALG00000007016"	"ENSFALT00000007353"	0.2423	0.0162	0.0668
"ENSFALG00000007018"	"ENSFALT00000007354"	0.0767	0.0074	0.0958
"ENSFALG00000007017"	"ENSFALT00000007355"	999	0.0173	0
"ENSFALG00000007019"	"ENSFALT00000007356"	1e-04	0	0.106
"ENSFALG00000007021"	"ENSFALT00000007358"	0.0632	0.0038	0.0596
"ENSFALG00000007025"	"ENSFALT00000007359"	0.2727	0.0239	0.0878
"ENSFALG00000007027"	"ENSFALT00000007360"	3.3418	0.0878	0.0263
"ENSFALG00000007002"	"ENSFALT00000007361"	0.0394	0.0013	0.0335
"ENSFALG00000007026"	"ENSFALT00000007362"	0.0167	5e-04	0.0276
"ENSFALG00000007020"	"ENSFALT00000007363"	1e-04	0	0.0459
"ENSFALG00000007022"	"ENSFALT00000007364"	1e-04	0	0.2067
"ENSFALG00000007030"	"ENSFALT00000007368"	0.1578	0.0189	0.12
"ENSFALG00000007028"	"ENSFALT00000007369"	1e-04	0	0.0472
"ENSFALG00000007035"	"ENSFALT00000007370"	0.0656	0.0072	0.1098
"ENSFALG00000007036"	"ENSFALT00000007371"	999	0.0041	0
"ENSFALG00000007037"	"ENSFALT00000007372"	0.036	0.0049	0.1348
"ENSFALG00000007038"	"ENSFALT00000007373"	0.0424	0.0014	0.0328
"ENSFALG00000007032"	"ENSFALT00000007374"	0.1967	0.0131	0.0665
"ENSFALG00000007039"	"ENSFALT00000007375"	0.1552	0.0199	0.1283
"ENSFALG00000007033"	"ENSFALT00000007376"	0.596	0.0298	0.0499
"ENSFALG00000007029"	"ENSFALT00000007377"	0.0383	0.0017	0.0456
"ENSFALG00000007041"	"ENSFALT00000007378"	0.0466	0.0015	0.0321
"ENSFALG00000007031"	"ENSFALT00000007379"	0.0304	0.0031	0.1006
"ENSFALG00000007043"	"ENSFALT00000007380"	0.0332	0.0026	0.0784
"ENSFALG00000007045"	"ENSFALT00000007381"	1.002	0.1412	0.141
"ENSFALG00000007047"	"ENSFALT00000007382"	0.0214	0.0013	0.0621
"ENSFALG00000007048"	"ENSFALT00000007383"	0.0261	0.0014	0.0542
"ENSFALG00000007034"	"ENSFALT00000007384"	0.1897	0.0116	0.0613
"ENSFALG00000007050"	"ENSFALT00000007386"	0.1082	0.0041	0.0375
"ENSFALG00000007042"	"ENSFALT00000007387"	0.279	0.0112	0.0401
"ENSFALG00000007052"	"ENSFALT00000007389"	0.1973	0.009	0.0454
"ENSFALG00000007054"	"ENSFALT00000007390"	0.3675	0.0304	0.0826
"ENSFALG00000007057"	"ENSFALT00000007394"	0.1512	0.0454	0.3005
"ENSFALG00000007044"	"ENSFALT00000007395"	0.0919	0.0121	0.1318
"ENSFALG00000007058"	"ENSFALT00000007396"	0.0675	0.0036	0.0534
"ENSFALG00000007060"	"ENSFALT00000007397"	0.0753	0.006	0.08
"ENSFALG00000007046"	"ENSFALT00000007398"	0.3933	0.0113	0.0287
"ENSFALG00000007063"	"ENSFALT00000007399"	0.0101	0.0019	0.1859
"ENSFALG00000007062"	"ENSFALT00000007400"	0.0458	0.0027	0.058
"ENSFALG00000007040"	"ENSFALT00000007401"	1e-04	0	0.063
"ENSFALG00000007059"	"ENSFALT00000007404"	0.0077	6e-04	0.0795
"ENSFALG00000007068"	"ENSFALT00000007405"	0.0892	0.0069	0.0776
"ENSFALG00000007061"	"ENSFALT00000007406"	0.2059	0.011	0.0532
"ENSFALG00000007069"	"ENSFALT00000007407"	1e-04	0	0.0455
"ENSFALG00000007070"	"ENSFALT00000007408"	0.0285	0.0014	0.0485
"ENSFALG00000007072"	"ENSFALT00000007409"	0.1229	0.0061	0.0495
"ENSFALG00000007074"	"ENSFALT00000007411"	0.0256	0.0049	0.19
"ENSFALG00000007075"	"ENSFALT00000007412"	0.2975	0.0191	0.0642
"ENSFALG00000007076"	"ENSFALT00000007413"	0.0691	0.0066	0.0959
"ENSFALG00000007053"	"ENSFALT00000007414"	0.0278	0.0018	0.0649
"ENSFALG00000007077"	"ENSFALT00000007415"	0.0362	0.0011	0.031
"ENSFALG00000007065"	"ENSFALT00000007416"	0.5717	0.0819	0.1432
"ENSFALG00000007078"	"ENSFALT00000007419"	0.1087	0.0109	0.1007
"ENSFALG00000007081"	"ENSFALT00000007420"	1e-04	0	0.0799
"ENSFALG00000007083"	"ENSFALT00000007422"	0.1968	0.0148	0.0752
"ENSFALG00000007084"	"ENSFALT00000007423"	1e-04	0	0.0681
"ENSFALG00000007086"	"ENSFALT00000007424"	0.037	0.0031	0.0834
"ENSFALG00000007073"	"ENSFALT00000007425"	0.1008	0.0042	0.0415
"ENSFALG00000007087"	"ENSFALT00000007426"	0.2842	0.0316	0.1113
"ENSFALG00000007088"	"ENSFALT00000007428"	0.0763	0.0041	0.0538
"ENSFALG00000007091"	"ENSFALT00000007429"	1e-04	0	0.0084
"ENSFALG00000007092"	"ENSFALT00000007430"	0.1438	0.0084	0.0586
"ENSFALG00000007089"	"ENSFALT00000007431"	0.2473	0.0711	0.2875
"ENSFALG00000007093"	"ENSFALT00000007432"	0.2194	0.009	0.0412
"ENSFALG00000007094"	"ENSFALT00000007433"	0.0346	9e-04	0.0272
"ENSFALG00000007096"	"ENSFALT00000007435"	0.4286	0.0224	0.0523
"ENSFALG00000007085"	"ENSFALT00000007437"	0.0767	0.0085	0.1115
"ENSFALG00000007082"	"ENSFALT00000007438"	0.1315	0.0074	0.0565
"ENSFALG00000007100"	"ENSFALT00000007439"	1e-04	0	0.0529
"ENSFALG00000007099"	"ENSFALT00000007440"	0.0287	0.0027	0.0937
"ENSFALG00000007103"	"ENSFALT00000007442"	0.0306	0.0054	0.1781
"ENSFALG00000007080"	"ENSFALT00000007443"	0.0604	0.0041	0.0682
"ENSFALG00000007104"	"ENSFALT00000007445"	0.0253	0.0016	0.0619
"ENSFALG00000007105"	"ENSFALT00000007446"	0.0297	0.0022	0.0746
"ENSFALG00000007107"	"ENSFALT00000007448"	0.2362	0.0163	0.069
"ENSFALG00000007108"	"ENSFALT00000007450"	0.439	0.0227	0.0518
"ENSFALG00000007112"	"ENSFALT00000007452"	0.0102	6e-04	0.0561
"ENSFALG00000007111"	"ENSFALT00000007455"	0.0614	0.0104	0.1702
"ENSFALG00000007117"	"ENSFALT00000007456"	0.023	0.0041	0.1796
"ENSFALG00000007118"	"ENSFALT00000007459"	0.1505	0.008	0.0532
"ENSFALG00000007122"	"ENSFALT00000007460"	0.9074	0.0388	0.0427
"ENSFALG00000007120"	"ENSFALT00000007461"	0.0244	0.0022	0.0886
"ENSFALG00000007124"	"ENSFALT00000007462"	0.1225	0.0096	0.0782
"ENSFALG00000007126"	"ENSFALT00000007464"	0.313	0.0193	0.0616
"ENSFALG00000007127"	"ENSFALT00000007467"	0.2629	0.0159	0.0606
"ENSFALG00000007123"	"ENSFALT00000007470"	0.3845	0.0066	0.017
"ENSFALG00000007129"	"ENSFALT00000007472"	0.0974	0.0094	0.0963
"ENSFALG00000007132"	"ENSFALT00000007474"	0.2511	0.0149	0.0594
"ENSFALG00000007136"	"ENSFALT00000007477"	0.1119	0.0078	0.0698
"ENSFALG00000007137"	"ENSFALT00000007478"	0.0946	0.0095	0.1004
"ENSFALG00000007140"	"ENSFALT00000007479"	0.4808	0.0211	0.0438
"ENSFALG00000007141"	"ENSFALT00000007480"	0.0435	0.0022	0.0505
"ENSFALG00000007145"	"ENSFALT00000007483"	0.0537	8e-04	0.0147
"ENSFALG00000007139"	"ENSFALT00000007485"	0.1437	0.0162	0.1127
"ENSFALG00000007146"	"ENSFALT00000007486"	1e-04	0	0.2201
"ENSFALG00000007147"	"ENSFALT00000007488"	0.0984	0.0033	0.0336
"ENSFALG00000007149"	"ENSFALT00000007489"	0.0404	0.0036	0.0896
"ENSFALG00000007148"	"ENSFALT00000007490"	0.0759	0.0135	0.1777
"ENSFALG00000007152"	"ENSFALT00000007491"	0.229	0.0158	0.0688
"ENSFALG00000007150"	"ENSFALT00000007493"	0.1134	0.0247	0.2182
"ENSFALG00000007155"	"ENSFALT00000007494"	1e-04	0	0.1002
"ENSFALG00000007156"	"ENSFALT00000007495"	1e-04	0	0.0597
"ENSFALG00000007158"	"ENSFALT00000007498"	0.637	0.0166	0.026
"ENSFALG00000007159"	"ENSFALT00000007499"	0.3577	0.0069	0.0192
"ENSFALG00000007157"	"ENSFALT00000007500"	0.1446	0.0109	0.0752
"ENSFALG00000007162"	"ENSFALT00000007502"	0.0632	0.0262	0.4148
"ENSFALG00000007154"	"ENSFALT00000007503"	0.0062	0.0014	0.2218
"ENSFALG00000007151"	"ENSFALT00000007505"	0.2972	0.0175	0.0589
"ENSFALG00000007161"	"ENSFALT00000007506"	0.55	0.0054	0.0098
"ENSFALG00000007165"	"ENSFALT00000007508"	1e-04	0	0.1637
"ENSFALG00000007168"	"ENSFALT00000007509"	0.5574	0.0207	0.037
"ENSFALG00000007170"	"ENSFALT00000007510"	0.2494	0.0111	0.0445
"ENSFALG00000007163"	"ENSFALT00000007511"	0.0274	9e-04	0.033
"ENSFALG00000007171"	"ENSFALT00000007513"	1.0862	0.033	0.0304
"ENSFALG00000007173"	"ENSFALT00000007514"	2.0547	0.0399	0.0194
"ENSFALG00000007167"	"ENSFALT00000007515"	0.0498	0.0099	0.1979
"ENSFALG00000007174"	"ENSFALT00000007516"	0.0632	0.0057	0.0904
"ENSFALG00000007177"	"ENSFALT00000007517"	0.0114	9e-04	0.0749
"ENSFALG00000007176"	"ENSFALT00000007521"	1e-04	0	0
"ENSFALG00000007179"	"ENSFALT00000007522"	0.0375	0.0013	0.0336
"ENSFALG00000007180"	"ENSFALT00000007523"	0.5061	0.0205	0.0405
"ENSFALG00000007181"	"ENSFALT00000007524"	0.3504	0.0126	0.036
"ENSFALG00000007172"	"ENSFALT00000007525"	0.0767	0.0055	0.0719
"ENSFALG00000007184"	"ENSFALT00000007528"	0.0954	0.0057	0.0593
"ENSFALG00000007182"	"ENSFALT00000007529"	1e-04	0	0.0787
"ENSFALG00000007186"	"ENSFALT00000007530"	0.1786	0.0295	0.1653
"ENSFALG00000007189"	"ENSFALT00000007533"	0.384	0.0524	0.1365
"ENSFALG00000007196"	"ENSFALT00000007540"	0.0117	0.001	0.0825
"ENSFALG00000007175"	"ENSFALT00000007542"	0.0428	0.0024	0.0562
"ENSFALG00000007197"	"ENSFALT00000007543"	1e-04	0	0.0177
"ENSFALG00000007201"	"ENSFALT00000007545"	0.0321	0.0021	0.0641
"ENSFALG00000007188"	"ENSFALT00000007547"	0.1619	0.01	0.0615
"ENSFALG00000007203"	"ENSFALT00000007548"	0.1309	0.0098	0.0751
"ENSFALG00000007199"	"ENSFALT00000007549"	0.1473	0.0078	0.0528
"ENSFALG00000007204"	"ENSFALT00000007551"	0.2688	0.0049	0.0181
"ENSFALG00000007207"	"ENSFALT00000007552"	1e-04	0	0.0013
"ENSFALG00000007208"	"ENSFALT00000007554"	0.1296	0.0073	0.0567
"ENSFALG00000007202"	"ENSFALT00000007555"	0.0469	0.0046	0.0976
