,X2,gene_name,V2
8107,ENSFALG00000008293,HPS1,HPS1
8108,ENSFALG00000008294,Cobll1,COBLL1
8109,ENSFALG00000008295,Astn1,ASTN1
8110,ENSFALG00000008296,Dnajc19,DNAJC19
8111,ENSFALG00000008296,Dnajc19,DNAJC19
8112,ENSFALG00000008297,TM6SF2,ENSFALG00000008297
8113,ENSFALG00000008298,Rfxap,RFXAP
8114,ENSFALG00000008299,IP6K2,IP6K2
8115,ENSFALG00000008300,ZNRF3,ZNRF3
8116,ENSFALG00000008301,FXR1,FXR1
8117,ENSFALG00000008302,EXOSC9,EXOSC9
8118,ENSFALG00000008303,MFAP3,MFAP3
8119,ENSFALG00000008304,CCNA1,CCNA1
8120,ENSFALG00000008305,Avt2,SLC38A11
8121,ENSFALG00000008306,RB1,RB1
8122,ENSFALG00000008306,RB1,RB1
8123,ENSFALG00000008308,HEP21,ENSFALG00000008308
8124,ENSFALG00000008309,C22H2orf42,C2orf42
8125,ENSFALG00000008310,ABHD6,ABHD6
8126,ENSFALG00000008311,CCDC39,CCDC39
8127,ENSFALG00000008312,XBP1,XBP1
8128,ENSFALG00000008313,GALNT10,GALNT10
8129,ENSFALG00000008314,TRIM7,TRIM7
8130,ENSFALG00000008315,Prdm14,PRDM14
8131,ENSFALG00000008315,Prdm14,PRDM14
8132,ENSFALG00000008316,DNASE1L3,DNASE1L3
8133,ENSFALG00000008317,ABCB8,ABCB8
8134,ENSFALG00000008317,ABCB8,ABCB8
8135,ENSFALG00000008318,CCDC117,CCDC117
8136,ENSFALG00000008319,TTC14,TTC14
8137,ENSFALG00000008320,SPART,SPART
8138,ENSFALG00000008321,SAP30L,SAP30L
8139,ENSFALG00000008322,Tia1,TIA1
8140,ENSFALG00000008323,PYROXD2,PYROXD2
8141,ENSFALG00000008324,Oxla,ENSFALG00000008324
8142,ENSFALG00000008325,COX18,COX18
8143,ENSFALG00000008327,FLNB,FLNB
8144,ENSFALG00000008328,Ccdc169,ENSFALG00000008328
8145,ENSFALG00000008329,ANXA5,ANXA5
8146,ENSFALG00000008330,DCLK1,DCLK1
8147,ENSFALG00000008331,HAND1,HAND1
8148,ENSFALG00000008332,ASIC3,ENSFALG00000008332
8149,ENSFALG00000008333,PEX5L,PEX5L
8150,ENSFALG00000008334,NCOA2,NCOA2
8151,ENSFALG00000008335,LARP1,LARP1
8152,ENSFALG00000008336,HSCB,HSCB
8153,ENSFALG00000008337,SLMAP,SLMAP
8154,ENSFALG00000008338,SCN3A,SCN3A
8155,ENSFALG00000008339,PAPPA2,PAPPA2
8156,ENSFALG00000008340,FAXDC2,FAXDC2
8157,ENSFALG00000008341,ADAMTS3,ADAMTS3
8158,ENSFALG00000008342,NBEA,NBEA
8159,ENSFALG00000008343,Cnot8,CNOT8
8160,ENSFALG00000008344,Znf557,ENSFALG00000008344
8161,ENSFALG00000008345,LPAR6,LPAR6
8162,ENSFALG00000008346,Loxl4,LOXL4
8163,ENSFALG00000008347,RCBTB2,RCBTB2
8164,ENSFALG00000008348,USP13,USP13
8165,ENSFALG00000008349,DENND6A,DENND6A
8166,ENSFALG00000008351,QRFPR,QRFPR
8167,ENSFALG00000008352,PCYOX1,PCYOX1
8168,ENSFALG00000008353,FNDC3A,FNDC3A
8169,ENSFALG00000008354,CHEK2,CHEK2
8170,ENSFALG00000008355,R3HCC1L,ENSFALG00000008355
8171,ENSFALG00000008356,NDUFB5,NDUFB5
8172,ENSFALG00000008357,ZNF692,ENSFALG00000008357
8173,ENSFALG00000008358,CRTAC1,CRTAC1
8174,ENSFALG00000008359,COP1,COP1
8175,ENSFALG00000008360,GEMIN5,GEMIN5
8176,ENSFALG00000008361,GOLGA7B,GOLGA7B
8177,ENSFALG00000008362,SLC4A4,SLC4A4
8178,ENSFALG00000008363,TNIP3,TNIP3
8179,ENSFALG00000008364,SFRP5,SFRP5
8180,ENSFALG00000008365,MRPL47,MRPL47
8181,ENSFALG00000008366,Mlnr,MLNR
8182,ENSFALG00000008367,MRPL22,MRPL22
8183,ENSFALG00000008368,CDADC1,CDADC1
8184,ENSFALG00000008369,ACTL6A,ACTL6A
8185,ENSFALG00000008370,CAB39L,CAB39L
8186,ENSFALG00000008372,NDNF,NDNF
8187,ENSFALG00000008373,DCK,DCK
8188,ENSFALG00000008374,Zfyve27,ZFYVE27
8189,ENSFALG00000008375,TNR,TNR
8190,ENSFALG00000008376,GNB4,GNB4
8191,ENSFALG00000008377,RFC3,RFC3
8192,ENSFALG00000008378,SGCD,SGCD
8193,ENSFALG00000008379,SETDB2,SETDB2
8194,ENSFALG00000008380,SCN2A,ENSFALG00000008380
8195,ENSFALG00000008381,PRDM5,PRDM5
8196,ENSFALG00000008382,Tram1l1,ENSFALG00000008382
8197,ENSFALG00000008383,TTC28,TTC28
8198,ENSFALG00000008384,SNRPG,SNRPG
8199,ENSFALG00000008385,ARF4,ARF4
8200,ENSFALG00000008386,MFN1,MFN1
8201,ENSFALG00000008387,MOB1B,ENSFALG00000008387
8202,ENSFALG00000008388,PHF11,PHF11
8203,ENSFALG00000008389,CSRNP3,CSRNP3
8204,ENSFALG00000008390,Timd4,ENSFALG00000008390
8205,ENSFALG00000008391,ZNF639,ZNF639
8206,ENSFALG00000008392,GALNT3,GALNT3
8207,ENSFALG00000008393,HAVCR1,ENSFALG00000008393
8208,ENSFALG00000008394,GRSF1,GRSF1
8209,ENSFALG00000008395,PIK3CA,PIK3CA
8210,ENSFALG00000008396,STARD13,ENSFALG00000008396
8211,ENSFALG00000008397,RCBTB1,RCBTB1
8212,ENSFALG00000008398,TTC21B,TTC21B
8213,ENSFALG00000008399,PI4K2A,ENSFALG00000008399
8214,ENSFALG00000008400,ITK,ITK
8215,ENSFALG00000008401,PDE12,PDE12
8216,ENSFALG00000008402,PITPNB,PITPNB
8217,ENSFALG00000008403,ZMAT3,ZMAT3
8218,ENSFALG00000008404,LACTB2,LACTB2
8219,ENSFALG00000008405,KPNA3,KPNA3
8220,ENSFALG00000008406,RUFY3,RUFY3
8221,ENSFALG00000008407,MRPS14,MRPS14
8222,ENSFALG00000008408,Kl,KL
8223,ENSFALG00000008409,Scn1a,ENSFALG00000008409
8224,ENSFALG00000008410,CYFIP2,CYFIP2
8225,ENSFALG00000008411,KCNMB2,ENSFALG00000008411
8226,ENSFALG00000008412,XKR9,XKR9
8227,ENSFALG00000008413,JCHAIN,JCHAIN
8228,ENSFALG00000008414,SDAD1,SDAD1
8229,ENSFALG00000008415,Spryd7,SPRYD7
8230,ENSFALG00000008415,SPRYD7,SPRYD7
8231,ENSFALG00000008416,TBL1XR1,TBL1XR1
8232,ENSFALG00000008417,NIPAL4,NIPAL4
8233,ENSFALG00000008418,CACYBP,CACYBP
8234,ENSFALG00000008419,PDS5B,PDS5B
8235,ENSFALG00000008420,NAAA,NAAA
8236,ENSFALG00000008421,Fer,FER
8237,ENSFALG00000008422,Morn4,MORN4
8238,ENSFALG00000008423,KCNRG,KCNRG
8239,ENSFALG00000008424,Mn1,MN1
8240,ENSFALG00000008425,NAALADL2,NAALADL2
8241,ENSFALG00000008425,NAALADL2,NAALADL2
8242,ENSFALG00000008427,ANKRD2,ANKRD2
8243,ENSFALG00000008428,FBXL17,FBXL17
8244,ENSFALG00000008429,N4BP2L2,ENSFALG00000008429
8245,ENSFALG00000008430,EYA1,EYA1
8246,ENSFALG00000008431,RABGAP1L,RABGAP1L
8247,ENSFALG00000008432,DNAH12,ENSFALG00000008432
8248,ENSFALG00000008433,PPEF2,PPEF2
8249,ENSFALG00000008434,NLGN1,NLGN1
8250,ENSFALG00000008435,RNASEH2B,RNASEH2B
8251,ENSFALG00000008436,CRYBB1,CRYBB1
8252,ENSFALG00000008437,Efna5,EFNA5
8253,ENSFALG00000008438,UBTD1,UBTD1
8254,ENSFALG00000008439,N4BP2L2,ENSFALG00000008439
8255,ENSFALG00000008440,CCDC180,ENSFALG00000008440
8256,ENSFALG00000008441,N4bp2l1,N4BP2L1
8257,ENSFALG00000008441,N4bp2l1,N4BP2L1
8258,ENSFALG00000008442,MMS19,MMS19
8259,ENSFALG00000008443,ECT2,ECT2
8260,ENSFALG00000008444,CCDC180,ENSFALG00000008444
8261,ENSFALG00000008445,ADAM19,ADAM19
8262,ENSFALG00000008445,ADAM19,ADAM19
8263,ENSFALG00000008446,ZDHHC16,ZDHHC16
8264,ENSFALG00000008447,CCDC180,ENSFALG00000008447
8265,ENSFALG00000008447,CCDC180,ENSFALG00000008447
8266,ENSFALG00000008448,Nceh1,NCEH1
8267,ENSFALG00000008449,FAM124A,FAM124A
8268,ENSFALG00000008450,EXOSC1,EXOSC1
8269,ENSFALG00000008451,BRCA2,BRCA2
8270,ENSFALG00000008452,NUP54,NUP54
8271,ENSFALG00000008454,Pgam1,ENSFALG00000008454
8272,ENSFALG00000008455,Msc,MSC
8273,ENSFALG00000008456,SERPINE3,SERPINE3
8274,ENSFALG00000008457,TNFSF10,TNFSF10
8275,ENSFALG00000008458,RRP12,RRP12
8276,ENSFALG00000008459,Cryba4,CRYBA4
8277,ENSFALG00000008460,Scarb2,SCARB2
8278,ENSFALG00000008461,GHSR,GHSR
8279,ENSFALG00000008462,ARHGAP19,ENSFALG00000008462
8280,ENSFALG00000008463,INTS6,INTS6
8281,ENSFALG00000008464,Ano8,ENSFALG00000008464
8282,ENSFALG00000008465,Srrd,SRRD
8283,ENSFALG00000008466,ZAR1L,ZAR1L
8284,ENSFALG00000008467,FNDC3B,FNDC3B
8285,ENSFALG00000008468,TPST2,TPST2
8286,ENSFALG00000008469,FRY,FRY
8287,ENSFALG00000008470,Sox30,SOX30
8288,ENSFALG00000008470,SOX30,SOX30
8289,ENSFALG00000008472,SLIT1,SLIT1
8290,ENSFALG00000008473,WDFY2,WDFY2
8291,ENSFALG00000008474,Bax,ENSFALG00000008474
8292,ENSFALG00000008475,Thg1l,THG1L
8293,ENSFALG00000008477,PLD1,PLD1
8294,ENSFALG00000008478,Lsm11,LSM11
8295,ENSFALG00000008479,Trpa1,TRPA1
8296,ENSFALG00000008480,LCOR,LCOR
8297,ENSFALG00000008481,Tfip11,ENSFALG00000008481
8298,ENSFALG00000008482,ASB14,ASB14
8299,ENSFALG00000008483,Appl1,APPL1
8300,ENSFALG00000008484,LCOR,ENSFALG00000008484
8301,ENSFALG00000008485,B3GLCT,B3GLCT
8302,ENSFALG00000008486,SHROOM3,SHROOM3
8303,ENSFALG00000008487,HESX1,HESX1
8304,ENSFALG00000008488,CLINT1,CLINT1
8305,ENSFALG00000008488,CLINT1,CLINT1
8306,ENSFALG00000008489,PPRC1,PPRC1
8307,ENSFALG00000008490,Dhrs12,ENSFALG00000008490
8308,ENSFALG00000008491,IL17RD,IL17RD
8309,ENSFALG00000008492,HSPH1,HSPH1
8310,ENSFALG00000008493,Leg6,ENSFALG00000008493
8311,ENSFALG00000008494,ALOX5AP,ALOX5AP
8312,ENSFALG00000008495,TNIK,TNIK
8313,ENSFALG00000008496,Sowahb,ENSFALG00000008496
8314,ENSFALG00000008496,Sowahb,ENSFALG00000008496
8315,ENSFALG00000008497,HPS4,HPS4
8316,ENSFALG00000008498,LDB1,LDB1
8317,ENSFALG00000008499,USPL1,USPL1
8318,ENSFALG00000008500,SEPTIN11,SEPTIN11
8319,ENSFALG00000008502,EBF1,EBF1
8320,ENSFALG00000008503,CCNI,CCNI
8321,ENSFALG00000008504,CCNG2,CCNG2
8322,ENSFALG00000008505,RNF145,RNF145
8323,ENSFALG00000008506,Cxcl5,ENSFALG00000008506
8324,ENSFALG00000008507,Hmgb1,HMGB1
8325,ENSFALG00000008508,UBLCP1,UBLCP1
8326,ENSFALG00000008510,ARHGEF3,ARHGEF3
8327,ENSFALG00000008510,ARHGEF3,ARHGEF3
8328,ENSFALG00000008511,IOVO,ENSFALG00000008511
8329,ENSFALG00000008512,KATNAL1,KATNAL1
8330,ENSFALG00000008513,ATP7B,ATP7B
8331,ENSFALG00000008515,Cnot6l,CNOT6L
8332,ENSFALG00000008516,UBL3,UBL3
8333,ENSFALG00000008517,ASPHD2,ASPHD2
8334,ENSFALG00000008518,SEZ6L,SEZ6L
8335,ENSFALG00000008519,Iovo,ENSFALG00000008519
8336,ENSFALG00000008520,KCNB2,KCNB2
8337,ENSFALG00000008521,SLC7A1,SLC7A1
8338,ENSFALG00000008522,Oih,ENSFALG00000008522
8339,ENSFALG00000008523,TASOR,TASOR
8340,ENSFALG00000008524,ATAD2,ENSFALG00000008524
8341,ENSFALG00000008525,Spink1,ENSFALG00000008525
8342,ENSFALG00000008526,CCDC66,CCDC66
8343,ENSFALG00000008527,MRPL1,MRPL1
8344,ENSFALG00000008529,HRH2,HRH2
8345,ENSFALG00000008530,ERC2,ERC2
8346,ENSFALG00000008531,CPLX2,ENSFALG00000008531
8347,ENSFALG00000008532,WNT5A,WNT5A
8348,ENSFALG00000008533,TERF1,TERF1
8349,ENSFALG00000008534,Fras1,ENSFALG00000008534
8350,ENSFALG00000008535,MTUS2,MTUS2
8351,ENSFALG00000008536,THOC3,THOC3
8352,ENSFALG00000008537,Fras1,ENSFALG00000008537
8353,ENSFALG00000008538,SLC46A3,SLC46A3
8354,ENSFALG00000008539,ALG11,ALG11
8355,ENSFALG00000008540,MYO18B,MYO18B
8356,ENSFALG00000008541,POMP,POMP
8357,ENSFALG00000008542,FLT1,FLT1
8358,ENSFALG00000008543,Nek5,NEK5
8359,ENSFALG00000008543,Nek5,NEK5
8360,ENSFALG00000008544,SIMC1,SIMC1
8361,ENSFALG00000008545,SBSPON,SBSPON
8362,ENSFALG00000008546,RPL7,RPL7
8363,ENSFALG00000008547,CACNA2D3,CACNA2D3
8364,ENSFALG00000008548,SLC2A2,SLC2A2
8365,ENSFALG00000008549,RDH10,RDH10
8366,ENSFALG00000008550,KIAA1191,KIAA1191
8367,ENSFALG00000008551,NEK3,NEK3
8368,ENSFALG00000008552,STAU2,STAU2
8369,ENSFALG00000008553,Nop16,ENSFALG00000008553
8370,ENSFALG00000008554,Pan3,PAN3
8371,ENSFALG00000008555,UBE2W,ENSFALG00000008555
8372,ENSFALG00000008556,CKAP2,CKAP2
8373,ENSFALG00000008557,Eloc,ELOC
8374,ENSFALG00000008558,Tmem70,TMEM70
8375,ENSFALG00000008559,HRH2,ENSFALG00000008559
8376,ENSFALG00000008560,VPS36,VPS36
8377,ENSFALG00000008561,LY96,LY96
8378,ENSFALG00000008562,THSD1,THSD1
8379,ENSFALG00000008563,JPH1,JPH1
8380,ENSFALG00000008564,CLTB,CLTB
8381,ENSFALG00000008564,CLTB,CLTB
8382,ENSFALG00000008566,GDAP1,GDAP1
8383,ENSFALG00000008567,PI15,PI15
8384,ENSFALG00000008568,Lrtm1,LRTM1
8385,ENSFALG00000008569,ARMH3,ARMH3
8386,ENSFALG00000008570,FLT3,FLT3
8387,ENSFALG00000008571,EIF5A2,EIF5A2
8388,ENSFALG00000008572,Tpte2,ENSFALG00000008572
8389,ENSFALG00000008573,FAF2,FAF2
8390,ENSFALG00000008574,CRISPLD1,CRISPLD1
8391,ENSFALG00000008575,KCNIP2,KCNIP2
8392,ENSFALG00000008576,SELENOK,SELENOK
8393,ENSFALG00000008576,SELENOK,SELENOK
8394,ENSFALG00000008577,RNF44,RNF44
8395,ENSFALG00000008578,HNF4G,HNF4G
8396,ENSFALG00000008579,ACTR8,ACTR8
8397,ENSFALG00000008580,OGA,OGA
8398,ENSFALG00000008581,CDHR2,CDHR2
8399,ENSFALG00000008582,SLC25A15,SLC25A15
8400,ENSFALG00000008583,SLC7A14,SLC7A14
8401,ENSFALG00000008584,ZFHX4,ZFHX4
8402,ENSFALG00000008585,CHDH,CHDH
8403,ENSFALG00000008586,NPM3,NPM3
8404,ENSFALG00000008587,Cldn11,ENSFALG00000008587
8405,ENSFALG00000008588,PDX1,ENSFALG00000008588
8406,ENSFALG00000008589,Pkia,PKIA
8407,ENSFALG00000008591,Gprin1,ENSFALG00000008591
8408,ENSFALG00000008592,SKIL,SKIL
8409,ENSFALG00000008593,GSX1,GSX1
8410,ENSFALG00000008594,ZC2HC1A,ZC2HC1A
8411,ENSFALG00000008595,Sncb,SNCB
8412,ENSFALG00000008596,Mrps31,MRPS31
8413,ENSFALG00000008597,Polr1d,ENSFALG00000008597
8414,ENSFALG00000008598,IL7,IL7
8415,ENSFALG00000008599,FGF8,FGF8
8416,ENSFALG00000008600,Foxo1,FOXO1
8417,ENSFALG00000008601,PRKCI,PRKCI
8418,ENSFALG00000008602,STMN2,ENSFALG00000008602
8419,ENSFALG00000008603,Grk3,GRK3
8420,ENSFALG00000008604,LNX2,LNX2
8421,ENSFALG00000008605,HEY1,HEY1
8422,ENSFALG00000008606,COG6,COG6
8423,ENSFALG00000008607,EIF4E1B,EIF4E1B
8424,ENSFALG00000008608,TPD52,MRPS28
8425,ENSFALG00000008608,TPD52,MRPS28
8426,ENSFALG00000008609,LHFPL6,LHFPL6
8427,ENSFALG00000008610,PHC3,PHC3
8428,ENSFALG00000008611,TPD52,ENSFALG00000008611
8429,ENSFALG00000008612,MTIF3,MTIF3
8430,ENSFALG00000008613,FBXW4,FBXW4
8431,ENSFALG00000008614,Gtf3a,GTF3A
8432,ENSFALG00000008615,SEC62,SEC62
8433,ENSFALG00000008616,SAMD7,SAMD7
8434,ENSFALG00000008617,DPCD,DPCD
8435,ENSFALG00000008618,ZBTB10,ZBTB10
8436,ENSFALG00000008619,POLL,POLL
8437,ENSFALG00000008620,LRRC31,LRRC31
8438,ENSFALG00000008621,RASL11A,RASL11A
8439,ENSFALG00000008622,ZNF704,ZNF704
8440,ENSFALG00000008623,LRRC34,LRRC34
8441,ENSFALG00000008624,UNC5A,UNC5A
8442,ENSFALG00000008625,PAG1,PAG1
8443,ENSFALG00000008627,CRYBB2,CRYBB2
8444,ENSFALG00000008628,Mynn,MYNN
8445,ENSFALG00000008629,MRPL53,ENSFALG00000008629
8446,ENSFALG00000008630,Rpl21,RPL21
8447,ENSFALG00000008631,FABP5,FABP5
8448,ENSFALG00000008632,PMP2,PMP2
8449,ENSFALG00000008633,FABP4,FABP4
8450,ENSFALG00000008635,IMPA1,IMPA1
8451,ENSFALG00000008636,MECOM,MECOM
8452,ENSFALG00000008637,Zfand1,ZFAND1
8453,ENSFALG00000008638,CRYBB3,CRYBB3
8454,ENSFALG00000008639,CACNA1D,CACNA1D
8455,ENSFALG00000008640,CHMP4C,CHMP4C
8456,ENSFALG00000008641,KIAA1671,KIAA1671
8457,ENSFALG00000008642,SNX16,SNX16
8458,ENSFALG00000008643,SGSM1,SGSM1
8459,ENSFALG00000008645,USP12,USP12
8460,ENSFALG00000008647,RALYL,RALYL
8461,ENSFALG00000008647,RALYL,RALYL
8462,ENSFALG00000008647,RALYL,RALYL
8463,ENSFALG00000008648,HK3,HK3
8464,ENSFALG00000008649,MIS18A,MIS18A
8465,ENSFALG00000008650,GOLIM4,GOLIM4
8466,ENSFALG00000008651,MMAB,MMAB
8467,ENSFALG00000008651,MMAB,MMAB
8468,ENSFALG00000008652,UIMC1,UIMC1
8469,ENSFALG00000008654,WASF3,WASF3
8470,ENSFALG00000008655,Thumpd2,THUMPD2
8471,ENSFALG00000008656,BTRC,BTRC
8472,ENSFALG00000008657,Slc6a4,ENSFALG00000008657
8473,ENSFALG00000008658,SERPINI1,SERPINI1
8474,ENSFALG00000008659,Cdk8,CDK8
8475,ENSFALG00000008660,TLX1,TLX1
8476,ENSFALG00000008661,ZNF346,ZNF346
8477,ENSFALG00000008663,RNF6,RNF6
8478,ENSFALG00000008664,MAPK15,MAPK15
8479,ENSFALG00000008665,PDCD10,PDCD10
8480,ENSFALG00000008666,KAZALD1,KAZALD1
8481,ENSFALG00000008667,ATP8A2,ATP8A2
8482,ENSFALG00000008668,SFXN3,SFXN3
8483,ENSFALG00000008669,FAM83H,FAM83H
8484,ENSFALG00000008670,SCRIB,SCRIB
8485,ENSFALG00000008671,PDZD7,PDZD7
8486,ENSFALG00000008672,WBP2NL,ENSFALG00000008672
8487,ENSFALG00000008673,ANKRD13A,ANKRD13A
8488,ENSFALG00000008674,ZBBX,ENSFALG00000008674
8489,ENSFALG00000008674,ZBBX,ENSFALG00000008674
8490,ENSFALG00000008675,Madprt,ENSFALG00000008675
8491,ENSFALG00000008677,ZBBX,ENSFALG00000008677
8492,ENSFALG00000008678,BCHE,BCHE
8493,ENSFALG00000008679,Slitrk3,SLITRK3
8494,ENSFALG00000008680,TWNK,TWNK
8495,ENSFALG00000008681,NUP58,NUP58
8496,ENSFALG00000008681,NUP58,NUP58
8497,ENSFALG00000008682,FGFR4,FGFR4
8498,ENSFALG00000008683,MRPL43,MRPL43
8499,ENSFALG00000008684,SEMA4G,SEMA4G
8500,ENSFALG00000008685,FAM49A,FAM49A
8501,ENSFALG00000008685,CYRIA,FAM49A
8502,ENSFALG00000008686,SLF2,ENSFALG00000008686
8503,ENSFALG00000008687,SI,ENSFALG00000008687
8504,ENSFALG00000008688,MTMR6,MTMR6
8505,ENSFALG00000008689,MFSD13A,MFSD13A
8506,ENSFALG00000008690,AMER2,AMER2
8507,ENSFALG00000008691,SPATA13,ENSFALG00000008691
8508,ENSFALG00000008692,C1qtnf9,ENSFALG00000008692
8509,ENSFALG00000008693,GIT2,GIT2
8510,ENSFALG00000008693,GIT2,GIT2
8511,ENSFALG00000008694,Mycn,MYCN
8512,ENSFALG00000008695,MIPEP,MIPEP
8513,ENSFALG00000008696,DDX1,DDX1
8514,ENSFALG00000008697,TNFRSF19,TNFRSF19
8515,ENSFALG00000008698,ACTR1A,ACTR1A
8516,ENSFALG00000008699,NBAS,NBAS
8517,ENSFALG00000008700,SACS,SACS
8518,ENSFALG00000008702,SGCG,SGCG
8519,ENSFALG00000008703,NSD1,NSD1
8520,ENSFALG00000008704,DCP1A,DCP1A
8521,ENSFALG00000008705,Tchp,ENSFALG00000008705
8522,ENSFALG00000008706,SUFU,SUFU
8523,ENSFALG00000008707,TKT,TKT
8524,ENSFALG00000008708,OTOL1,OTOL1
8525,ENSFALG00000008709,GLTP,GLTP
8526,ENSFALG00000008710,RAB24,RAB24
8527,ENSFALG00000008711,NMD3,NMD3
8528,ENSFALG00000008712,Fgf9,FGF9
8529,ENSFALG00000008713,MICU2,MICU2
8530,ENSFALG00000008714,TRIM8,TRIM8
8531,ENSFALG00000008715,PRELID1,PRELID1
8532,ENSFALG00000008716,ZDHHC20,ZDHHC20
8533,ENSFALG00000008717,TRPV4,TRPV4
8534,ENSFALG00000008718,Fancd2,FANCD2
8535,ENSFALG00000008719,SKA3,ENSFALG00000008719
8536,ENSFALG00000008720,ARL3,ARL3
8537,ENSFALG00000008721,MXD3,MXD3
8538,ENSFALG00000008723,SAP18,SAP18
8539,ENSFALG00000008724,LATS2,LATS2
8540,ENSFALG00000008725,FAM193B,FAM193B
8541,ENSFALG00000008726,SFXN2,SFXN2
8542,ENSFALG00000008727,WBP1L,WBP1L
8543,ENSFALG00000008728,CYP17A1,CYP17A1
8544,ENSFALG00000008729,FAM222A,FAM222A
8545,ENSFALG00000008730,MVK,MVK
8546,ENSFALG00000008731,Ddx41,DDX41
8547,ENSFALG00000008732,AS3MT,AS3MT
8548,ENSFALG00000008733,XPO4,XPO4
8549,ENSFALG00000008734,UBE3B,UBE3B
8550,ENSFALG00000008735,KCTD10,KCTD10
8551,ENSFALG00000008736,CNNM2,CNNM2
8552,ENSFALG00000008737,Emc3,EMC3
8553,ENSFALG00000008738,Dok3,ENSFALG00000008738
8554,ENSFALG00000008738,Dok3,ENSFALG00000008738
8555,ENSFALG00000008739,EEF1AKMT1,EEF1AKMT1
8556,ENSFALG00000008740,IL17D,IL17D
8557,ENSFALG00000008741,PDLIM7,PDLIM7
8558,ENSFALG00000008742,IFT88,IFT88
8559,ENSFALG00000008743,MYO1H,MYO1H
8560,ENSFALG00000008744,CRYL1,CRYL1
8561,ENSFALG00000008745,NT5C2,ENSFALG00000008745
8562,ENSFALG00000008747,USP4,USP4
8563,ENSFALG00000008748,ZMYM2,ZMYM2
8564,ENSFALG00000008749,Dbn1,DBN1
8565,ENSFALG00000008750,PSPC1,PSPC1
8566,ENSFALG00000008751,Grk6,GRK6
8567,ENSFALG00000008752,Adra2db,ENSFALG00000008752
8568,ENSFALG00000008753,Slc34a1,SLC34A1
8569,ENSFALG00000008754,RGS14,RGS14
8570,ENSFALG00000008755,MPHOSPH8,MPHOSPH8
8571,ENSFALG00000008756,Ina,ENSFALG00000008756
8572,ENSFALG00000008758,PCGF6,PCGF6
8573,ENSFALG00000008759,Gpx1,GPX1
8574,ENSFALG00000008760,LMAN2,LMAN2
8575,ENSFALG00000008761,RHOA,RHOA
8576,ENSFALG00000008762,TAF5,TAF5
8577,ENSFALG00000008763,CENPJ,CENPJ
8578,ENSFALG00000008764,TEX264,TEX264
8579,ENSFALG00000008765,B4galt7,B4GALT7
8580,ENSFALG00000008766,RNF17,RNF17
8581,ENSFALG00000008767,FOXN4,FOXN4
8582,ENSFALG00000008768,Grm2,GRM2
8583,ENSFALG00000008769,ARHGAP20,ARHGAP20
8584,ENSFALG00000008770,N4BP3,N4BP3
8585,ENSFALG00000008771,FDX1,FDX1
8586,ENSFALG00000008772,ATP5MK,ENSFALG00000008772
8587,ENSFALG00000008773,RDX,RDX
8588,ENSFALG00000008774,Nhp2,NHP2
8589,ENSFALG00000008775,PDCD11,PDCD11
8590,ENSFALG00000008776,Zc3h12c,ZC3H12C
8591,ENSFALG00000008777,BRD8,BRD8
8592,ENSFALG00000008778,RRP9,RRP9
8593,ENSFALG00000008779,CALHM2,CALHM2
8594,ENSFALG00000008780,DENND3,DENND3
8595,ENSFALG00000008781,CALHM1,CALHM1
8596,ENSFALG00000008782,CALHM3,CALHM3
8597,ENSFALG00000008783,Atp1a2,ENSFALG00000008783
8598,ENSFALG00000008784,SLC45A4,SLC45A4
8599,ENSFALG00000008785,NEURL1,NEURL1
8600,ENSFALG00000008785,NEURL1,NEURL1
8601,ENSFALG00000008786,Nat6,NAA80
8602,ENSFALG00000008788,SH3PXD2A,SH3PXD2A
8603,ENSFALG00000008789,HYAL3,HYAL3
8604,ENSFALG00000008790,KIF20A,KIF20A
8605,ENSFALG00000008790,KIF20A,KIF20A
8606,ENSFALG00000008791,STN1,STN1
8607,ENSFALG00000008792,Klf4,KLF4
8608,ENSFALG00000008793,IFRD2,IFRD2
8609,ENSFALG00000008794,TPCN2,ENSFALG00000008794
8610,ENSFALG00000008795,SLK,SLK
8611,ENSFALG00000008796,Oasl2,OASL
8612,ENSFALG00000008799,SEMA3B,SEMA3B
8613,ENSFALG00000008800,Rad23b,RAD23B
8614,ENSFALG00000008802,ACACB,ACACB
8615,ENSFALG00000008803,SLC38A3,SLC38A3
8616,ENSFALG00000008804,SFXN1,SFXN1
8617,ENSFALG00000008805,NSG2,NSG2
8618,ENSFALG00000008806,CUNH5orf47,ENSFALG00000008806
8619,ENSFALG00000008807,NADSYN1,NADSYN1
8620,ENSFALG00000008807,NADSYN1,NADSYN1
8621,ENSFALG00000008808,COL17A1,COL17A1
8622,ENSFALG00000008808,Col17a1,COL17A1
8623,ENSFALG00000008809,CPEB4,CPEB4
8624,ENSFALG00000008811,BOD1,ENSFALG00000008811
8625,ENSFALG00000008812,STC2,STC2
8626,ENSFALG00000008813,NKX2-5,NKX2-5
8627,ENSFALG00000008814,GNAI2,GNAI2
8628,ENSFALG00000008815,BNIP1,BNIP1
8629,ENSFALG00000008816,CREBRF,CREBRF
8630,ENSFALG00000008817,Atp6v0e1,ATP6V0E1
8631,ENSFALG00000008818,RPL26,RPL26
8632,ENSFALG00000008819,DHCR7,DHCR7
8633,ENSFALG00000008820,ERGIC1,ERGIC1
8634,ENSFALG00000008821,GNAT1,GNAT1
8635,ENSFALG00000008822,SFR1,SFR1
